"","expenditure_category","subcategory","agency","fiscal_year","Categorical.Citywide.Exp","FY_CPI","Adjusted.Categorical.Citywide.Exp","human_services"
"1413","Housing","Department of Buildings","Department of Buildings",2016,134556000,238.2735,174818299.970412,FALSE
"1414","Housing","Miscellaneous-Payments to Housing Authority","Miscellaneous-Payments to Housing Authority",2016,64044000,238.2735,83207461.6018987,TRUE
"1415","Health","Department of Health and Mental Hygiene","Department of Health and Mental Hygiene",2016,1425182000,238.2735,1851629762.98665,TRUE
"1416","Health","New York City Health and Hospitals Corporation","New York City Health and Hospitals Corporation",2016,1241329000,238.2735,1612763648.47329,FALSE
"1417","Libraries","New York Research Libraries","New York Research Libraries",2016,26737000,238.2735,34737335.2827738,FALSE
"1418","Libraries","New York Public Library","New York Public Library",2016,132892000,238.2735,172656392.2803,FALSE
"1419","Libraries","Brooklyn Public Library","Brooklyn Public Library",2016,99324000,238.2735,129044062.14707,FALSE
"1420","Libraries","Queens Borough Public Library","Queens Borough Public Library",2016,100595000,238.2735,130695375.052198,FALSE
"1421","Pensions","Pension Contributions","Pension Contributions",2016,9170963000,238.2735,11915129468.4113,FALSE
"1422","Judgments and Claims","Judgments and Claims","Judgments and Claims",2016,719968000,238.2735,935399252.3046,FALSE
"1423","Benefit Payments","Benefit Payments","Benefit Payments",2016,5511572000,238.2735,7160763155.89438,FALSE
"1424","Lease Payments","Lease Payments","Lease Payments",2016,199253000,238.2735,258874154.433875,FALSE
"1425","Other","Miscellaneous","Miscellaneous",2016,197649000,238.2735,256790200.146051,FALSE
"1426","Transfers","General Debt Service Fund","Debt Service",2016,3701534000,238.2735,4809119483.06043,FALSE
"1427","Transfers","Nonmajor Debt Service Funds","Debt Service-Hudson Yards Infrastructure Corporation",2016,58655000,238.2735,76205946.8530911,FALSE
"1428","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Building Aid Revenue Bonds",2016,605954000,238.2735,787269598.830755,FALSE
"1429","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Future Tax Secured",2016,1914400000,238.2735,2487233222.32644,FALSE
"1430","Transfers","Nonmajor Debt Service Funds","",2016,NA,238.2735,NA,FALSE
"1431","Transfers","Nonmajor Debt Service Funds","",2016,NA,238.2735,NA,FALSE
"1432","General Government","Mayoralty","Mayoralty",2015,88998000,236.6765,116408495.811794,FALSE
"1433","General Government","Board of Elections","Board of Elections",2015,106686000,236.6765,139544223.287906,FALSE
"1434","General Government","Campaign Finance Board","Campaign Finance Board",2015,10647000,236.6765,13926169.7443557,FALSE
"1435","General Government","Office of the Actuary","Office of the Actuary",2015,6246000,236.6765,8169705.66575051,FALSE
"1436","General Government","Borough President-Manhattan","Borough President-Manhattan",2015,4400000,236.6765,5755156.08858505,FALSE
"1437","General Government","Borough President-Bronx","Borough President-Bronx",2015,5283000,236.6765,6910111.27636246,FALSE
"1438","General Government","Borough President-Brooklyn","Borough President-Brooklyn",2015,5851000,236.6765,7653049.60779799,FALSE
"1439","General Government","Borough President-Queens","Borough President-Queens",2015,4754000,236.6765,6218184.55571212,FALSE
"1440","General Government","Borough President-Staten Island","Borough President-Staten Island",2015,3776000,236.6765,4938970.31602208,FALSE
"1441","General Government","Office of the Comptroller","Office of the Comptroller",2015,75634000,236.6765,98928517.1827368,FALSE
"1442","General Government","Office of Administrative Tax Appeals","Office of Administrative Tax Appeals",2015,4261000,236.6765,5573345.47578657,FALSE
"1443","General Government","Law Department","Law Department",2015,165619000,236.6765,216627999.144402,FALSE
"1444","General Government","Department of City Planning","Department of City Planning",2015,24621000,236.6765,32204022.2856938,FALSE
"1445","General Government","Department of Investigation","Department of Investigation",2015,31465000,236.6765,41155905.9834838,FALSE
"1446","General Government","Department of Veterans Service","Department of Veterans Service",2015,NA,236.6765,NA,FALSE
"1447","General Government","Public Advocate","Public Advocate",2015,2747000,236.6765,3593048.58530526,FALSE
"1448","General Government","City Council","City Council",2015,56876000,236.6765,74393240.3850826,FALSE
"1449","General Government","City Clerk","City Clerk",2015,5587000,236.6765,7307740.24248288,FALSE
"1450","General Government","Financial Information Services Agency","Financial Information Services Agency",2015,82571000,236.6765,108002043.952399,FALSE
"1451","General Government","Office of Payroll Administration","Office of Payroll Administration",2015,14678000,236.6765,19198677.5155117,FALSE
"1452","General Government","Independent Budget Office","Independent Budget Office",2015,3944000,236.6765,5158712.63940442,FALSE
"1453","General Government","Equal Employment Practices Commission","Equal Employment Practices Commission",2015,701000,236.6765,916901.004113209,FALSE
"1454","General Government","Civil Service Commission","Civil Service Commission",2015,735000,236.6765,961372.66479773,FALSE
"1455","General Government","Landmarks Preservation Commission","Landmarks Preservation Commission",2015,4782000,236.6765,6254808.27627584,FALSE
"1456","General Government","Districting Commission","Districting Commission",2015,NA,236.6765,NA,FALSE
"1457","General Government","Commission on Human Rights","Commission on Human Rights",2015,5722000,236.6765,7484318.89520083,TRUE
"1458","General Government","Office of Racial Equity","Office of Racial Equity",2015,NA,236.6765,NA,TRUE
"1459","General Government","Commission of Racial Equity","Commission of Racial Equity",2015,NA,236.6765,NA,TRUE
"1460","General Government","Department of Youth and Community Development","Department of Youth and Community Development",2015,419394000,236.6765,548563166.503645,TRUE
"1461","General Government","Conflicts of Interest Board","Conflicts of Interest Board",2015,2193000,236.6765,2868422.1141516,FALSE
"1462","General Government","Office of Collective Bargaining","Office of Collective Bargaining",2015,1754000,236.6765,2294214.49531322,FALSE
"1463","General Government","Manhattan Community Board #1","Manhattan Community Board #1",2015,267000,236.6765,349233.335375502,FALSE
"1464","General Government","Manhattan Community Board #2","Manhattan Community Board #2",2015,282000,236.6765,368853.185677496,FALSE
"1465","General Government","Manhattan Community Board #3","Manhattan Community Board #3",2015,358000,236.6765,468260.427207602,FALSE
"1466","General Government","Manhattan Community Board #4","Manhattan Community Board #4",2015,278000,236.6765,363621.225596965,FALSE
"1467","General Government","Manhattan Community Board #5","Manhattan Community Board #5",2015,254000,236.6765,332229.465113773,FALSE
"1468","General Government","Manhattan Community Board #6","Manhattan Community Board #6",2015,364000,236.6765,476108.3673284,FALSE
"1469","General Government","Manhattan Community Board #7","Manhattan Community Board #7",2015,295000,236.6765,385857.055939225,FALSE
"1470","General Government","Manhattan Community Board #8","Manhattan Community Board #8",2015,312000,236.6765,408092.886281485,FALSE
"1471","General Government","Manhattan Community Board #9","Manhattan Community Board #9",2015,229000,236.6765,299529.714610449,FALSE
"1472","General Government","Manhattan Community Board #10","Manhattan Community Board #10",2015,188000,236.6765,245902.123784998,FALSE
"1473","General Government","Manhattan Community Board #11","Manhattan Community Board #11",2015,251000,236.6765,328305.495053375,FALSE
"1474","General Government","Manhattan Community Board #12","Manhattan Community Board #12",2015,204000,236.6765,266829.964107125,FALSE
"1475","General Government","Bronx Community Board #1","Bronx Community Board #1",2015,276000,236.6765,361005.245556699,FALSE
"1476","General Government","Bronx Community Board #2","Bronx Community Board #2",2015,252000,236.6765,329613.485073508,FALSE
"1477","General Government","Bronx Community Board #3","Bronx Community Board #3",2015,265000,236.6765,346617.355335236,FALSE
"1478","General Government","Bronx Community Board #4","Bronx Community Board #4",2015,211000,236.6765,275985.894248056,FALSE
"1479","General Government","Bronx Community Board #5","Bronx Community Board #5",2015,247000,236.6765,323073.534972843,FALSE
"1480","General Government","Bronx Community Board #6","Bronx Community Board #6",2015,207000,236.6765,270753.934167524,FALSE
"1481","General Government","Bronx Community Board #7","Bronx Community Board #7",2015,256000,236.6765,334845.445154039,FALSE
"1482","General Government","Bronx Community Board #8","Bronx Community Board #8",2015,243000,236.6765,317841.574892311,FALSE
"1483","General Government","Bronx Community Board #9","Bronx Community Board #9",2015,259000,236.6765,338769.415214438,FALSE
"1484","General Government","Bronx Community Board #10","Bronx Community Board #10",2015,279000,236.6765,364929.215617098,FALSE
"1485","General Government","Bronx Community Board #11","Bronx Community Board #11",2015,263000,236.6765,344001.37529497,FALSE
"1486","General Government","Bronx Community Board #12","Bronx Community Board #12",2015,209000,236.6765,273369.91420779,FALSE
"1487","General Government","Queens Community Board #1","Queens Community Board #1",2015,202000,236.6765,264213.984066859,FALSE
"1488","General Government","Queens Community Board #2","Queens Community Board #2",2015,284000,236.6765,371469.165717762,FALSE
"1489","General Government","Queens Community Board #3","Queens Community Board #3",2015,267000,236.6765,349233.335375502,FALSE
"1490","General Government","Queens Community Board #4","Queens Community Board #4",2015,247000,236.6765,323073.534972843,FALSE
"1491","General Government","Queens Community Board #5","Queens Community Board #5",2015,252000,236.6765,329613.485073508,FALSE
"1492","General Government","Queens Community Board #6","Queens Community Board #6",2015,264000,236.6765,345309.365315103,FALSE
"1493","General Government","Queens Community Board #7","Queens Community Board #7",2015,288000,236.6765,376701.125798294,FALSE
"1494","General Government","Queens Community Board #8","Queens Community Board #8",2015,275000,236.6765,359697.255536566,FALSE
"1495","General Government","Queens Community Board #9","Queens Community Board #9",2015,180000,236.6765,235438.203623934,FALSE
"1496","General Government","Queens Community Board #10","Queens Community Board #10",2015,240000,236.6765,313917.604831912,FALSE
"1497","General Government","Queens Community Board #11","Queens Community Board #11",2015,277000,236.6765,362313.235576832,FALSE
"1498","General Government","Queens Community Board #12","Queens Community Board #12",2015,252000,236.6765,329613.485073508,FALSE
"1499","General Government","Queens Community Board #13","Queens Community Board #13",2015,228000,236.6765,298221.724590316,FALSE
"1500","General Government","Queens Community Board #14","Queens Community Board #14",2015,235000,236.6765,307377.654731247,FALSE
